employer,notice_date,number_of_employees_affected,warn_type,city,zip,lwib_area,address,record_number,detail_page_url
Plumbers & Pipefitters Apprenticeship Local 441,"Nov 06, 2015",1,Non-WARN,,,4 - Workforce Investment Area IV,,1759,https://www.kansasworks.com/search/warn_lookups/1759
Liberty Auto Body,"Nov 12, 2015",4,Non-WARN,,,1 - Workforce Investment Area I,,1760,https://www.kansasworks.com/search/warn_lookups/1760
Howard Twilight Manor,"Nov 20, 2015",30,Non-WARN,,,5 - Workforce Investment Area V,,1761,https://www.kansasworks.com/search/warn_lookups/1761
Pratt Well Service,"Dec 07, 2015",5,Non-WARN,,,1 - Workforce Investment Area I,,1762,https://www.kansasworks.com/search/warn_lookups/1762
Doonan,"Dec 04, 2015",,Non-WARN,,,1 - Workforce Investment Area I,,1763,https://www.kansasworks.com/search/warn_lookups/1763
Abengoa,"Dec 04, 2015",50,Non-WARN,,,1 - Workforce Investment Area I,,1764,https://www.kansasworks.com/search/warn_lookups/1764
Lowen Corp,"Dec 09, 2015",4,Non-WARN,,,1 - Workforce Investment Area I,,1765,https://www.kansasworks.com/search/warn_lookups/1765
Agco,"Dec 09, 2015",5,Non-WARN,,,1 - Workforce Investment Area I,,1766,https://www.kansasworks.com/search/warn_lookups/1766
Valassis,"Dec 08, 2015",114,WARN,,,4 - Workforce Investment Area IV,,1767,https://www.kansasworks.com/search/warn_lookups/1767
Newell Rubbermaid,"Dec 28, 2015",107,Non-WARN,,,4 - Workforce Investment Area IV,,1768,https://www.kansasworks.com/search/warn_lookups/1768
Carriage House,"Dec 18, 2015",22,Non-WARN,,,1 - Workforce Investment Area I,,1769,https://www.kansasworks.com/search/warn_lookups/1769
Spirit Aerosystems,"Dec 21, 2015",66,Non-WARN,,,4 - Workforce Investment Area IV,,1770,https://www.kansasworks.com/search/warn_lookups/1770
Sprint,"Jan 16, 2015",92,WARN,,,3 - Workforce Investment Area III,,1773,https://www.kansasworks.com/search/warn_lookups/1773
Sprint,"Apr 10, 2015",91,WARN,,,3 - Workforce Investment Area III,,1774,https://www.kansasworks.com/search/warn_lookups/1774
Sprint,"Aug 28, 2015",,WARN,,,3 - Workforce Investment Area III,,1775,https://www.kansasworks.com/search/warn_lookups/1775
Zumiez,"Dec 28, 2015",,WARN,,,3 - Workforce Investment Area III,,1791,https://www.kansasworks.com/search/warn_lookups/1791
Van Rob,"May 12, 2014",150,Non-WARN,,,3 - Workforce Investment Area III,,1671,https://www.kansasworks.com/search/warn_lookups/1671
Athene,"Jan 23, 2014",204,WARN,,,2 - Workforce Investment Area II,,1641,https://www.kansasworks.com/search/warn_lookups/1641
Bimbo Bakeries (Earthgrains Baking Company),"Jan 03, 2014",118,WARN,,,4 - Workforce Investment Area IV,,1627,https://www.kansasworks.com/search/warn_lookups/1627
"NORDAM Group, Inc.","Jan 10, 2014",79,WARN,,,4 - Workforce Investment Area IV,,1634,https://www.kansasworks.com/search/warn_lookups/1634
Macys,"Jan 08, 2014",106,WARN,,,3 - Workforce Investment Area III,,1635,https://www.kansasworks.com/search/warn_lookups/1635
Atlas Aerospace,"Jan 17, 2014",,Non-WARN,,,4 - Workforce Investment Area IV,,1636,https://www.kansasworks.com/search/warn_lookups/1636
Bombardier Learjet,"Jan 21, 2014",160,Non-WARN,,,4 - Workforce Investment Area IV,,1637,https://www.kansasworks.com/search/warn_lookups/1637
Boeing,"Jan 17, 2014",82,WARN,,,4 - Workforce Investment Area IV,,1638,https://www.kansasworks.com/search/warn_lookups/1638
Center Industries,"Jan 23, 2014",13,Non-WARN,,,4 - Workforce Investment Area IV,,1639,https://www.kansasworks.com/search/warn_lookups/1639
Boeing,"Feb 01, 2014",18,WARN,,,4 - Workforce Investment Area IV,,1645,https://www.kansasworks.com/search/warn_lookups/1645
Center Industries,"Feb 03, 2014",10,Non-WARN,,,4 - Workforce Investment Area IV,,1646,https://www.kansasworks.com/search/warn_lookups/1646
Boeing,"Feb 14, 2014",124,WARN,,,4 - Workforce Investment Area IV,,1647,https://www.kansasworks.com/search/warn_lookups/1647
Bechtel Power Corporation,"Feb 20, 2014",,WARN,,,5 - Workforce Investment Area V,,1648,https://www.kansasworks.com/search/warn_lookups/1648
Cox Communications,"Mar 03, 2014",160,WARN,,,4 - Workforce Investment Area IV,,1651,https://www.kansasworks.com/search/warn_lookups/1651
General Dynamics Information Technology,"Feb 27, 2014",137,WARN,,,2 - Workforce Investment Area II,,1652,https://www.kansasworks.com/search/warn_lookups/1652
"Medicalodges, Inc.","Feb 26, 2014",54,WARN,,,3 - Workforce Investment Area III,,1653,https://www.kansasworks.com/search/warn_lookups/1653
Atlas Aerospace,"Feb 27, 2014",,Non-WARN,,,4 - Workforce Investment Area IV,,1654,https://www.kansasworks.com/search/warn_lookups/1654
Sprint,"Mar 18, 2014",477,WARN,,,3 - Workforce Investment Area III,,1655,https://www.kansasworks.com/search/warn_lookups/1655
Nation Pizza and Foods,"Mar 18, 2014",94,WARN,,,1 - Workforce Investment Area I,,1656,https://www.kansasworks.com/search/warn_lookups/1656
"Southwire, LLC","Mar 24, 2014",181,WARN,,,5 - Workforce Investment Area V,,1657,https://www.kansasworks.com/search/warn_lookups/1657
Boeing,"Mar 21, 2014",,WARN,,,4 - Workforce Investment Area IV,,1658,https://www.kansasworks.com/search/warn_lookups/1658
Milestone AV Technologies / DA-LITE / Advanced Pro,"Mar 25, 2014",54,WARN,,,4 - Workforce Investment Area IV,,1659,https://www.kansasworks.com/search/warn_lookups/1659
Harte Hanks,"Mar 24, 2014",93,WARN,,,3 - Workforce Investment Area III,,1660,https://www.kansasworks.com/search/warn_lookups/1660
Boeing,"Apr 18, 2014",38,WARN,,,4 - Workforce Investment Area IV,,1661,https://www.kansasworks.com/search/warn_lookups/1661
BTCO,"Apr 14, 2014",,Non-WARN,,,4 - Workforce Investment Area IV,,1662,https://www.kansasworks.com/search/warn_lookups/1662
Head Start,"Apr 30, 2014",114,WARN,,,3 - Workforce Investment Area III,,1663,https://www.kansasworks.com/search/warn_lookups/1663
"Aerospace Logistics Services, LLC","May 09, 2014",136,WARN,,,4 - Workforce Investment Area IV,,1664,https://www.kansasworks.com/search/warn_lookups/1664
Textron Aviation,"Apr 23, 2014",575,WARN,,,4 - Workforce Investment Area IV,,1665,https://www.kansasworks.com/search/warn_lookups/1665
Stromgren Athletics,"Mar 28, 2014",15,Non-WARN,,,1 - Workforce Investment Area I,,1666,https://www.kansasworks.com/search/warn_lookups/1666
EmberHope,"May 22, 2014",8,Non-WARN,,,4 - Workforce Investment Area IV,,1667,https://www.kansasworks.com/search/warn_lookups/1667
LMI Aerospace,"Jun 02, 2014",5,Non-WARN,,,4 - Workforce Investment Area IV,,1668,https://www.kansasworks.com/search/warn_lookups/1668
Boeing,"May 23, 2014",68,WARN,,,4 - Workforce Investment Area IV,,1669,https://www.kansasworks.com/search/warn_lookups/1669
Cargill,"May 19, 2014",102,Non-WARN,,,1 - Workforce Investment Area I,,1670,https://www.kansasworks.com/search/warn_lookups/1670
Bombardier / Learjet,"Jun 13, 2014",,Non-WARN,,,4 - Workforce Investment Area IV,,1672,https://www.kansasworks.com/search/warn_lookups/1672
Downtown Daycare,"Jun 13, 2014",23,Non-WARN,,,4 - Workforce Investment Area IV,,1673,https://www.kansasworks.com/search/warn_lookups/1673
Boeing,"Jun 20, 2014",17,WARN,,,4 - Workforce Investment Area IV,,1674,https://www.kansasworks.com/search/warn_lookups/1674
Penske,"Jun 20, 2014",125,WARN,,,3 - Workforce Investment Area III,,1675,https://www.kansasworks.com/search/warn_lookups/1675
Reb Beans Bayou Grill,"Jul 06, 2014",25,Non-WARN,,,4 - Workforce Investment Area IV,,1676,https://www.kansasworks.com/search/warn_lookups/1676
Red Beans Bayou Grill,"Jul 06, 2014",25,Non-WARN,,,4 - Workforce Investment Area IV,,1677,https://www.kansasworks.com/search/warn_lookups/1677
Boeing,"Jul 18, 2014",66,WARN,,,4 - Workforce Investment Area IV,,1678,https://www.kansasworks.com/search/warn_lookups/1678
Kaman Aerospace & Composites,"Jul 25, 2014",15,Non-WARN,,,4 - Workforce Investment Area IV,,1679,https://www.kansasworks.com/search/warn_lookups/1679
Sunopta Grains and Food,"Jul 07, 2014",19,Non-WARN,,,1 - Workforce Investment Area I,,1680,https://www.kansasworks.com/search/warn_lookups/1680
Kane is Able,"Jul 21, 2014",45,Non-WARN,,,3 - Workforce Investment Area III,,1681,https://www.kansasworks.com/search/warn_lookups/1681
United Airlines,"Aug 01, 2014",50,WARN,,,4 - Workforce Investment Area IV,,1682,https://www.kansasworks.com/search/warn_lookups/1682
Chance Rides,"Aug 15, 2014",25,Non-WARN,,,4 - Workforce Investment Area IV,,1683,https://www.kansasworks.com/search/warn_lookups/1683
Alco Discount Stores,"Nov 21, 2014",15,Non-WARN,,,4 - Workforce Investment Area IV,,1705,https://www.kansasworks.com/search/warn_lookups/1705
Boeing,"Aug 22, 2014",55,WARN,,,4 - Workforce Investment Area IV,,1684,https://www.kansasworks.com/search/warn_lookups/1684
St. Rose Ambulatory & Surgery Center,"Aug 27, 2014",,WARN,,,1 - Workforce Investment Area I,,1685,https://www.kansasworks.com/search/warn_lookups/1685
Lowen Corp,"Sep 10, 2014",10,Non-WARN,,,1 - Workforce Investment Area I,,1686,https://www.kansasworks.com/search/warn_lookups/1686
Kansas Air National Guard,"Sep 22, 2014",89,Non-WARN,,,4 - Workforce Investment Area IV,,1687,https://www.kansasworks.com/search/warn_lookups/1687
Allergy & Asthma Center,"Sep 22, 2014",10,Non-WARN,,,4 - Workforce Investment Area IV,,1688,https://www.kansasworks.com/search/warn_lookups/1688
Boeing,"Sep 19, 2014",1,WARN,,,4 - Workforce Investment Area IV,,1689,https://www.kansasworks.com/search/warn_lookups/1689
Senior Aerospace Composites,"Sep 30, 2014",17,Non-WARN,,,4 - Workforce Investment Area IV,,1690,https://www.kansasworks.com/search/warn_lookups/1690
Agco,"Sep 25, 2014",37,Non-WARN,,,1 - Workforce Investment Area I,,1691,https://www.kansasworks.com/search/warn_lookups/1691
Agco,"Sep 22, 2014",75,Non-WARN,,,1 - Workforce Investment Area I,,1692,https://www.kansasworks.com/search/warn_lookups/1692
Sprint,"Oct 17, 2014",452,WARN,,,3 - Workforce Investment Area III,,1693,https://www.kansasworks.com/search/warn_lookups/1693
"Amazon.comKSDC, LLC","Oct 16, 2014",634,WARN,,,5 - Workforce Investment Area V,,1694,https://www.kansasworks.com/search/warn_lookups/1694
Boeing,"Oct 10, 2014",6,WARN,,,4 - Workforce Investment Area IV,,1695,https://www.kansasworks.com/search/warn_lookups/1695
Spirit Aerosystems,"Oct 29, 2014",,Non-WARN,,,4 - Workforce Investment Area IV,,1696,https://www.kansasworks.com/search/warn_lookups/1696
Nazarene Publishing House,"Oct 01, 2014",59,Non-WARN,,,3 - Workforce Investment Area III,,1697,https://www.kansasworks.com/search/warn_lookups/1697
Sprint,"Nov 14, 2014",458,WARN,,,3 - Workforce Investment Area III,,1698,https://www.kansasworks.com/search/warn_lookups/1698
St. Rose Ambulatory and Surgery Center,"Aug 26, 2014",35,WARN,,,1 - Workforce Investment Area I,,1699,https://www.kansasworks.com/search/warn_lookups/1699
Boeing,"Oct 31, 2014",,WARN,,,4 - Workforce Investment Area IV,,1700,https://www.kansasworks.com/search/warn_lookups/1700
Learjet,"Oct 06, 2014",57,Non-WARN,,,4 - Workforce Investment Area IV,,1701,https://www.kansasworks.com/search/warn_lookups/1701
"Logistics Resources, Inc.","Dec 01, 2014",224,WARN,,,4 - Workforce Investment Area IV,,1702,https://www.kansasworks.com/search/warn_lookups/1702
Boeing,"Nov 21, 2014",1,WARN,,,4 - Workforce Investment Area IV,,1703,https://www.kansasworks.com/search/warn_lookups/1703
Alco,"Nov 24, 2014",303,Non-WARN,,,1 - Workforce Investment Area I,,1704,https://www.kansasworks.com/search/warn_lookups/1704
Alco Discount Stores,"Nov 21, 2014",13,Non-WARN,,,4 - Workforce Investment Area IV,,1706,https://www.kansasworks.com/search/warn_lookups/1706
Big Lots,"Dec 29, 2014",10,Non-WARN,,,4 - Workforce Investment Area IV,,1707,https://www.kansasworks.com/search/warn_lookups/1707
Target,"Nov 04, 2014",,Non-WARN,,,4 - Workforce Investment Area IV,,1708,https://www.kansasworks.com/search/warn_lookups/1708
Kansas Air National Guard,"Oct 01, 2014",50,Non-WARN,,,4 - Workforce Investment Area IV,,1733,https://www.kansasworks.com/search/warn_lookups/1733
Ardent Mills,"Dec 01, 2014",37,Non-WARN,,,4 - Workforce Investment Area IV,,1758,https://www.kansasworks.com/search/warn_lookups/1758
Standard Motors Inc,"Jan 02, 2013",25,Non-WARN,,,5 - Workforce Investment Area V,,1564,https://www.kansasworks.com/search/warn_lookups/1564
Youthville,"Feb 01, 2013",189,Non-WARN,,,4 - Workforce Investment Area IV,,1565,https://www.kansasworks.com/search/warn_lookups/1565
Boeing,"Jan 18, 2013",100,WARN,,,4 - Workforce Investment Area IV,,1566,https://www.kansasworks.com/search/warn_lookups/1566
Hawker Beechcraft,"Jan 28, 2013",8,WARN,,,4 - Workforce Investment Area IV,,1567,https://www.kansasworks.com/search/warn_lookups/1567
Boeing,"Feb 01, 2013",5,WARN,,,4 - Workforce Investment Area IV,,1568,https://www.kansasworks.com/search/warn_lookups/1568
Alco,"Feb 05, 2013",9,Non-WARN,,,1 - Workforce Investment Area I,,1569,https://www.kansasworks.com/search/warn_lookups/1569
Spirit Aerosystems,"Mar 15, 2013",35,Non-WARN,,,4 - Workforce Investment Area IV,,1570,https://www.kansasworks.com/search/warn_lookups/1570
Boeing,"Feb 15, 2013",36,WARN,,,4 - Workforce Investment Area IV,,1571,https://www.kansasworks.com/search/warn_lookups/1571
Kaman Composites,"Mar 27, 2013",,Non-WARN,,,4 - Workforce Investment Area IV,,1572,https://www.kansasworks.com/search/warn_lookups/1572
Boeing,"Mar 22, 2013",70,WARN,,,4 - Workforce Investment Area IV,,1573,https://www.kansasworks.com/search/warn_lookups/1573
Beechcraft Corp,"Mar 22, 2013",15,WARN,,,4 - Workforce Investment Area IV,,1574,https://www.kansasworks.com/search/warn_lookups/1574
Child Start,"Apr 01, 2013",20,Non-WARN,,,4 - Workforce Investment Area IV,,1575,https://www.kansasworks.com/search/warn_lookups/1575
Boeing,"Apr 19, 2013",29,WARN,,,4 - Workforce Investment Area IV,,1576,https://www.kansasworks.com/search/warn_lookups/1576
GLMV Architecture,"May 01, 2013",8,Non-WARN,,,4 - Workforce Investment Area IV,,1577,https://www.kansasworks.com/search/warn_lookups/1577
Alco,"Apr 09, 2013",126,WARN,,,1 - Workforce Investment Area I,,1578,https://www.kansasworks.com/search/warn_lookups/1578
Sodexo,"May 06, 2013",,Non-WARN,,,4 - Workforce Investment Area IV,,1579,https://www.kansasworks.com/search/warn_lookups/1579
Wellington Family Practice,"May 16, 2013",12,Non-WARN,,,4 - Workforce Investment Area IV,,1580,https://www.kansasworks.com/search/warn_lookups/1580
Butler Community College,"May 08, 2013",10,Non-WARN,,,4 - Workforce Investment Area IV,,1581,https://www.kansasworks.com/search/warn_lookups/1581
Boeing,"May 17, 2013",61,WARN,,,4 - Workforce Investment Area IV,,1582,https://www.kansasworks.com/search/warn_lookups/1582
"ARAMARK Healthcare Support Services, LLC","May 28, 2013",,WARN,,,4 - Workforce Investment Area IV,,1583,https://www.kansasworks.com/search/warn_lookups/1583
Cessna,"May 28, 2013",75,Non-WARN,,,4 - Workforce Investment Area IV,,1584,https://www.kansasworks.com/search/warn_lookups/1584
MWV Calmar,"Jun 05, 2013",22,Non-WARN,,,4 - Workforce Investment Area IV,,1585,https://www.kansasworks.com/search/warn_lookups/1585
USD 259 Wichita Public Schools,"May 30, 2013",20,Non-WARN,,,4 - Workforce Investment Area IV,,1586,https://www.kansasworks.com/search/warn_lookups/1586
Via Christi,"Jun 21, 2013",230,Non-WARN,,,4 - Workforce Investment Area IV,,1587,https://www.kansasworks.com/search/warn_lookups/1587
United States Postal Service Remote Encoding Cente,"Feb 20, 2013",360,Non-WARN,,,4 - Workforce Investment Area IV,,1588,https://www.kansasworks.com/search/warn_lookups/1588
Cash Savers Cost Plus Food Outlet,"Jun 20, 2013",12,Non-WARN,,,4 - Workforce Investment Area IV,,1589,https://www.kansasworks.com/search/warn_lookups/1589
Boeing,"Jun 21, 2013",40,WARN,,,4 - Workforce Investment Area IV,,1590,https://www.kansasworks.com/search/warn_lookups/1590
Beef Belt Feeders,"Jun 03, 2013",10,Non-WARN,,,1 - Workforce Investment Area I,,1591,https://www.kansasworks.com/search/warn_lookups/1591
Larned State Hospital,"Jun 03, 2013",,Non-WARN,,,1 - Workforce Investment Area I,,1592,https://www.kansasworks.com/search/warn_lookups/1592
Beechcraft Corp,"Jul 12, 2013",22,WARN,,,4 - Workforce Investment Area IV,,1593,https://www.kansasworks.com/search/warn_lookups/1593
Bombardier Learjet,"Jul 22, 2013",65,Non-WARN,,,4 - Workforce Investment Area IV,,1594,https://www.kansasworks.com/search/warn_lookups/1594
Boeing,"Jul 19, 2013",55,WARN,,,4 - Workforce Investment Area IV,,1595,https://www.kansasworks.com/search/warn_lookups/1595
Spirit Aerosystems,"Jul 25, 2013",,Non-WARN,,,4 - Workforce Investment Area IV,,1596,https://www.kansasworks.com/search/warn_lookups/1596
Kansas Department for Children & Families,"Aug 05, 2013",187,Non-WARN,,,4 - Workforce Investment Area IV,,1597,https://www.kansasworks.com/search/warn_lookups/1597
Holtzen Woodworking Inc,"Aug 23, 2013",2,Non-WARN,,,4 - Workforce Investment Area IV,,1598,https://www.kansasworks.com/search/warn_lookups/1598
Boeing,"Aug 23, 2013",43,WARN,,,4 - Workforce Investment Area IV,,1599,https://www.kansasworks.com/search/warn_lookups/1599
SureWest,"Mar 08, 2013",,Non-WARN,,,3 - Workforce Investment Area III,,1600,https://www.kansasworks.com/search/warn_lookups/1600
Rock Tenn,"Jan 08, 2013",17,Non-WARN,,,3 - Workforce Investment Area III,,1601,https://www.kansasworks.com/search/warn_lookups/1601
Frito-Lay,"Jan 01, 2013",35,Non-WARN,,,3 - Workforce Investment Area III,,1605,https://www.kansasworks.com/search/warn_lookups/1605
KU Medical Center,"Jul 09, 2013",11,WARN,,,3 - Workforce Investment Area III,,1606,https://www.kansasworks.com/search/warn_lookups/1606
Johnson County Court,"Jul 16, 2013",,Non-WARN,,,3 - Workforce Investment Area III,,1607,https://www.kansasworks.com/search/warn_lookups/1607
Graham Packaging Plastic Products Inc.,"Aug 26, 2013",52,WARN,,,3 - Workforce Investment Area III,,1608,https://www.kansasworks.com/search/warn_lookups/1608
"AMG Service, Inc.","Sep 05, 2013",159,WARN,,,3 - Workforce Investment Area III,,1609,https://www.kansasworks.com/search/warn_lookups/1609
Spirit Aerosystems,"Sep 12, 2013",150,WARN,,,4 - Workforce Investment Area IV,,1610,https://www.kansasworks.com/search/warn_lookups/1610
Adjutant General,"Aug 23, 2013",,WARN,,,1 - Workforce Investment Area I,,1611,https://www.kansasworks.com/search/warn_lookups/1611
Boeing,"Sep 20, 2013",58,WARN,,,4 - Workforce Investment Area IV,,1612,https://www.kansasworks.com/search/warn_lookups/1612
Sprint,"Sep 23, 2013",54,WARN,,,3 - Workforce Investment Area III,,1613,https://www.kansasworks.com/search/warn_lookups/1613
Cash Co.,"Oct 11, 2013",3,Non-WARN,,,1 - Workforce Investment Area I,,1615,https://www.kansasworks.com/search/warn_lookups/1615
